,ort,plz,vorwahl
898,Berga/Elster,7980,07755
899,Bergatreute,88368,07527
900,Berg b.Neumarkt i.d.OPf.,92348,09181
901,Berge,19348,038785
902,Berge,49626,05435
903,Bergen,8239,08847
904,Bergen,83346,08641
905,Bergen,91790,09147
906,Bergen,55608,06752
907,Bergen,29303,05054
908,Bergen an der Dumme,29468,Error
909,Bergen auf Rügen,18528,03838
910,Bergenhausen,55469,06761
911,Bergenhusen,24861,04885
912,Bergewöhrden,25779,04836
913,Bergfeld,38467,05368
914,Berghaupten,77791,07803
915,Berghausen,56368,Error
916,Bergheim,50126,02271
917,Bergheim,50127,02271
918,Bergheim,50129,02271
919,Bergheim,86673,08431
920,Bergholz,17321,039754
921,Berghülen,89180,07344
922,Berg im Gau,86562,08454
923,Bergisch Gladbach,51427,02202
924,Bergisch Gladbach,51429,02202
925,Bergisch Gladbach,51465,02202
926,Bergisch Gladbach,51467,02202
927,Bergisch Gladbach,51469,02202
928,Bergkamen,59192,02389
929,Bergkirchen,85232,08131
930,Berglangenbach,55776,06783
931,Berglen,73663,07181
932,Berglern,85459,08761
933,Berglicht,54426,06504
934,Bergneustadt,51702,02261
935,Berg (Pfalz),76768,07277
936,Bergrheinfeld,97493,09723
937,Bergtheim,97241,09384
938,Bergweiler,54518,06535
939,Beringstedt,25575,04874
940,Berkatal,37297,05652
941,Berka vor dem Hainich,99826,036924
942,Berkenbrück,15518,033635
943,Berkenthin,23919,04544
944,Berkheim,88450,08395
945,Berkoth,54673,06564
946,Berlin,10115,030
947,Berlin,10117,030
948,Berlin,10119,030
949,Berlin,10178,030
950,Berlin,10179,030
951,Berlin,10243,030
952,Berlin,10245,030
953,Berlin,10247,030
954,Berlin,10249,030
955,Berlin,10315,030
956,Berlin,10317,030
957,Berlin,10318,030
958,Berlin,10319,030
959,Berlin,10365,030
960,Berlin,10367,030
961,Berlin,10369,030
962,Berlin,10405,030
963,Berlin,10407,030
964,Berlin,10409,030
965,Berlin,10435,030
966,Berlin,10437,030
967,Berlin,10439,030
968,Berlin,10551,030
969,Berlin,10553,030
970,Berlin,10555,030
971,Berlin,10557,030
972,Berlin,10559,030
973,Berlin,10585,030
974,Berlin,10587,030
975,Berlin,10589,030
976,Berlin,10623,030
977,Berlin,10625,030
978,Berlin,10627,030
979,Berlin,10629,030
980,Berlin,10707,030
981,Berlin,10709,030
982,Berlin,10711,030
983,Berlin,10713,030
984,Berlin,10715,030
985,Berlin,10717,030
986,Berlin,10719,030
987,Berlin,10777,030
988,Berlin,10779,030
989,Berlin,10781,030
990,Berlin,10783,030
991,Berlin,10785,030
992,Berlin,10787,030
993,Berlin,10789,030
994,Berlin,10823,030
995,Berlin,10825,030
996,Berlin,10827,030
997,Berlin,10829,030
998,Berlin,10961,030
999,Berlin,10963,030
1000,Berlin,10965,030
1001,Berlin,10967,030
1002,Berlin,10969,030
1003,Berlin,10997,030
1004,Berlin,10999,030
1005,Berlin,12043,030
1006,Berlin,12045,030
1007,Berlin,12047,030
1008,Berlin,12049,030
1009,Berlin,12051,030
1010,Berlin,12053,030
1011,Berlin,12055,030
1012,Berlin,12057,030
1013,Berlin,12059,030
1014,Berlin,12099,030
1015,Berlin,12101,030
1016,Berlin,12103,030
1017,Berlin,12105,030
1018,Berlin,12107,030
1019,Berlin,12109,030
1020,Berlin,12157,030
1021,Berlin,12159,030
1022,Berlin,12161,030
1023,Berlin,12163,030
1024,Berlin,12165,030
1025,Berlin,12167,030
1026,Berlin,12169,030
1027,Berlin,12203,030
1028,Berlin,12205,030
1029,Berlin,12207,030
1030,Berlin,12209,030
1031,Berlin,12247,030
1032,Berlin,12249,030
1033,Berlin,12277,030
1034,Berlin,12279,030
1035,Berlin,12305,030
1036,Berlin,12307,030
1037,Berlin,12309,030
1038,Berlin,12347,030
1039,Berlin,12349,030
1040,Berlin,12351,030
1041,Berlin,12353,030
1042,Berlin,12355,030
1043,Berlin,12357,030
1044,Berlin,12359,030
1045,Berlin,12435,030
1046,Berlin,12437,030
1047,Berlin,12439,030
1048,Berlin,12459,030
1049,Berlin,12487,030
1050,Berlin,12489,030
1051,Berlin,12524,030
1052,Berlin,12526,030
1053,Berlin,12527,030
1054,Berlin,12555,030
1055,Berlin,12557,030
1056,Berlin,12559,030
1057,Berlin,12587,030
1058,Berlin,12589,030
1059,Berlin,12619,030
1060,Berlin,12621,030
1061,Berlin,12623,030
1062,Berlin,12627,030
1063,Berlin,12629,030
1064,Berlin,12679,030
1065,Berlin,12681,030
1066,Berlin,12683,030
1067,Berlin,12685,030
1068,Berlin,12687,030
1069,Berlin,12689,030
1070,Berlin,13051,030
1071,Berlin,13053,030
1072,Berlin,13055,030
1073,Berlin,13057,030
1074,Berlin,13059,030
1075,Berlin,13086,030
1076,Berlin,13088,030
1077,Berlin,13089,030
1078,Berlin,13125,030
1079,Berlin,13127,030
1080,Berlin,13129,030
1081,Berlin,13156,030
1082,Berlin,13158,030
1083,Berlin,13159,030
1084,Berlin,13187,030
1085,Berlin,13189,030
1086,Berlin,13347,030
1087,Berlin,13349,030
1088,Berlin,13351,030
1089,Berlin,13353,030
1090,Berlin,13355,030
1091,Berlin,13357,030
1092,Berlin,13359,030
1093,Berlin,13403,030
1094,Berlin,13405,030
1095,Berlin,13407,030
1096,Berlin,13409,030
1097,Berlin,13435,030
1098,Berlin,13437,030
1099,Berlin,13439,030
1100,Berlin,13465,030
1101,Berlin,13467,030
1102,Berlin,13469,030
1103,Berlin,13503,030
1104,Berlin,13505,030
1105,Berlin,13507,030
1106,Berlin,13509,030
1107,Berlin,13581,030
1108,Berlin,13583,030
1109,Berlin,13585,030
1110,Berlin,13587,030
1111,Berlin,13589,030
1112,Berlin,13591,030
1113,Berlin,13593,030
1114,Berlin,13595,030
1115,Berlin,13597,030
1116,Berlin,13599,030
1117,Berlin,13627,030
1118,Berlin,13629,030
1119,Berlin,14050,030
1120,Berlin,14052,030
1121,Berlin,14053,030
1122,Berlin,14055,030
1123,Berlin,14057,030
1124,Berlin,14059,030
1125,Berlin,14089,030
1126,Berlin,14109,030
1127,Berlin,14129,030
1128,Berlin,14163,030
1129,Berlin,14165,030
1130,Berlin,14167,030
1131,Berlin,14169,030
1132,Berlin,14193,030
1133,Berlin,14195,030
1134,Berlin,14197,030
1135,Berlin,14199,030
1136,Berlingen,54570,06591
1137,Berlingerode,37339,03605
1138,Bermatingen,88697,07544
1139,Bermel,56729,02651
1140,Bermersheim,67593,06244
1141,Bermersheim vor der Höhe,55234,06737
1142,Bernau,16321,03338
1143,Bernau am Chiemsee,83233,08051
1144,Bernau im Schwarzwald,79872,07675
1145,Bernbeuren,86975,08860
1146,Bernburg,6406,Error
1147,Berndorf,54578,06593
1148,Berndroth,56370,06486
1149,Berne,27804,04406
1150,Berngau,92361,09181
1151,Bernhardswald,93170,09408
1152,Bernitt,18246,038461
1153,Bernitt,18249,038464
1154,Bernkastel-Kues,54470,06531
1155,Bernkastel-Kues,54492,06532
1156,Bernried,94505,09905
1157,Bernried am Starnberger See,82347,08158
1158,Bernsdorf,9337,Error
1159,Bernsdorf,2994,Error
1160,Bernstadt,89182,07348
1161,Bernstadt auf dem Eigen,2748,Error
1162,Bernstorf,23936,03881
1163,Berod bei Hachenburg,57614,02684
1164,Berod bei Wallmerod,56414,06435
1165,Berscheid,54673,06564
1166,Berschweiler bei Baumholder,55777,Error
1167,Berschweiler bei Kirn,55608,06752
1168,Bersenbrück,49593,05462
1169,Bersteland,15910,035474
1170,Bertsdorf-Hörnitz,2763,04742
1171,Berumbur,26524,04936
1172,Berzhahn,56459,02663
1173,Berzhausen,57632,02685
1174,Bescheid,54413,06503
1175,Beschendorf,23738,04363
1176,Besdorf,25584,04827
1177,Beselich,65614,06484
1178,Besenthal,23899,04547
1179,Beseritz,17039,0395
1180,Besigheim,74354,07143
1181,Besitz,19258,038847
1182,Bessenbach,63856,06095
1183,Bestensee,15741,033763
1184,Bestwig,59909,02905
1185,Bethenhausen,7554,Error
1186,Betteldorf,54570,06591
1187,Bettendorf,56355,06772
1188,Bettenfeld,54533,06572
1189,Bettingen,54646,06527
1190,Betzdorf,57518,02741
1191,Betzendorf,21386,04138
1192,Betzenstein,91282,09244
1193,Betzenweiler,88422,07582
1194,Betzigau,87488,0831
1195,Beulich,56283,06742
1196,Beuren,56825,02678
1197,Beuren,72660,07025
1198,Beuren (Hochwald),54413,06503
1199,Beuron,88631,07466
1200,Beutelsbach,94501,08543
1201,Bevern,25355,04123
1202,Bevern,37639,05535
1203,Beverstedt,27616,04747
1204,Beverungen,37688,05275
1205,Bexbach,66450,06826
1206,Biberach,77781,07835
1207,Biberach an der Riß,88400,07351
1208,Biberbach,86485,08293
1209,Bibertal,89346,08226
1210,Biblis,68647,06245
1211,Bibow,19417,038482
1212,Bibra,7768,Error
1213,Biburg,93354,09444
1214,Bichl,83673,08857
1215,Bickenbach,64404,06257
1216,Bickenbach,56291,06746
1217,Bickendorf,54636,06561
1218,Bidingen,87651,08348
1219,Biebelnheim,55234,06737
1220,Biebelried,97318,09321
1221,Biebelsheim,55546,0671
1222,Bieberehren,97243,09335
1223,Biebergemünd,63599,06050
1224,Biebern,55471,06761
1225,Biebertal,35444,06409
1226,Biebesheim,64584,06258
1227,Biebrich,56370,06486
1228,Biedenkopf,35216,06461
1229,Biederbach,79215,07682
1230,Biederitz,39175,039292
1231,Biedershausen,66917,06375
1232,Biedesheim,67308,06355
1233,Bielefeld,33602,0521
1234,Bielefeld,33604,0521
1235,Bielefeld,33605,0521
1236,Bielefeld,33607,0521
1237,Bielefeld,33609,0521
1238,Bielefeld,33611,0521
1239,Bielefeld,33613,0521
1240,Bielefeld,33615,0521
1241,Bielefeld,33617,0521
1242,Bielefeld,33619,0521
1243,Bielefeld,33647,0521
1244,Bielefeld,33649,0521
1245,Bielefeld,33659,0521
1246,Bielefeld,33689,0521
1247,Bielefeld,33699,0521
1248,Bielefeld,33719,0521
1249,Bielefeld,33729,0521
1250,Bielefeld,33739,0521
1251,Biendorf,18230,038296
1252,Bienenbüttel,29553,05823
1253,Bienstädt,99100,Error
1254,Biersdorf am See,54636,06561
1255,Biesdorf,54675,06522
1256,Biesenthal,16359,03337
1257,Biessenhofen,87640,08341
1258,Bietigheim,76467,07245
1259,Bietigheim-Bissingen,74321,07142
1260,Bilkheim,56414,06435
1261,Billerbeck,48727,02543
1262,Billigheim,74842,06265
1263,Billigheim-Ingenheim,76831,06349
1264,Bilsen,25485,04120
1265,Bilshausen,37434,05528
1266,Bimöhlen,24576,04192
1267,Binau,74862,06263
1268,Bindlach,95463,09208
1269,Bingen,72511,07577
1270,Bingen am Rhein,55411,06721
1271,Binnen,31619,05028
1272,Binningen,56754,02672
1273,Binsfeld,54518,06535
1274,Binswangen,86637,08272
1275,Binz,18609,038393
1276,Binzen,79589,07621
1277,Bippen,49626,05435
1278,Birenbach,73102,07161
1279,Birgel,54587,06597
1280,Birgland,92262,09186
1281,Birkenau,69488,06209
1282,Birkenbeul,57589,02682
1283,Birkenfeld,75217,07082
1284,Birkenfeld,97834,09398
1285,Birkenfeld,55765,06782
1286,Birkenfelde,37318,036083
1287,Birkenheide,67134,06237
1288,Birken-Honigsessen,57587,02294
1289,Birkenhördt,76889,06349
1290,Birkenwerder,16547,03303
1291,Birkheim,56291,06746
1292,Birkweiler,76831,06349
1293,Birlenbach,65626,06432
1294,Birnbach,57612,02681
1295,Birresborn,54574,06594
1296,Birstein,63633,06054
1297,Birtlingen,54634,06561
1298,Birx,98634,036941
1299,Bischberg,96120,09503
1300,Bischbrunn,97836,09394
1301,Bischbrunn,97852,09394
1302,Bischheim,67294,06352
1303,Bischoffen,35649,06444
1304,Bischofrod,98553,03681
1305,Bischofroda,99826,036924
1306,Bischofsgrün,95493,09276
1307,Bischofsheim,65474,06144
1308,Bischofsheim i.d.Rhön,97653,09772
1309,Bischofsmais,94253,09920
1310,Bischofswerda,1877,Error
1311,Bischofswiesen,83483,08652
1312,Bischweier,76476,07222
1313,Bisingen,72406,07476
1314,Bismark (Altmark),39628,039324
1315,Bismark (Altmark),39629,039089
1316,Bispingen,29646,05194
1317,Bissee,24582,04322
1318,Bissendorf,49143,05402
1319,Bissersheim,67281,06359
1320,Bissingen,86657,09084
1321,Bissingen an der Teck,73266,07023
1322,Bisterschied,67806,06361
1323,Bitburg,54634,06561
1324,Bitterfeld-Wolfen,6749,Error
1325,Bitterfeld-Wolfen,6766,06306
1326,Bitterfeld-Wolfen,6803,Error
1327,Bitterfeld-Wolfen,6808,Error
1328,Bitz,72475,07431
1329,Bitzen,57539,02682
1330,Blaibach,93476,09941
1331,Blaichach,87544,08323
1332,Blankenbach,63825,06024
1333,Blankenberg,19412,038483
1334,Blankenburg,6502,Error
1335,Blankenburg,38889,03944
1336,Blankenburg,38895,039453
1337,Blankenburg,99955,036041
1338,Blankenfelde-Mahlow,15827,03379
1339,Blankenfelde-Mahlow,15831,03379
1340,Blankenhagen,18182,0381
1341,Blankenhain,99444,036459
1342,Blankenheim,53945,02697
1343,Blankenheim,6528,Error
1344,Blankenhof,17039,0395
1345,Blankenrath,56865,06545
1346,Blankensee,17322,039749
1347,Blankensee,17237,039826
1348,Blaubach,66869,06381
1349,Blaubeuren,89143,07344
1350,Blaufelden,74572,07936
1351,Blaustein,89134,07304
1352,Bleckede,19273,038845
1353,Bleckede,21354,05852
1354,Bleckhausen,54570,06591
1355,Bleialf,54608,06555
1356,Bleicherode,99752,036338
1357,Blekendorf,24327,04382
1358,Blender,27337,04233
1359,Blesewitz,17392,039727
1360,Bleyen-Genschmar,15328,033472
1361,Bliedersdorf,21640,04163
1362,Bliesdorf,16269,033456
1363,Blieskastel,66440,06842
1364,Bliestorf,23847,04534
1365,Blievenstorf,19306,038757
1366,Blindheim,89434,09070
1367,Blomberg,32825,05236
1368,Blomberg,26487,04977
1369,Blomesche Wildnis,25348,04124
1370,Blowatz,23974,038426
1371,Blumberg,78176,07702
1372,Blumenholz,17237,039826
1373,Blumenthal,24241,04347
1374,Blunk,23813,04555
1375,Bobeck,7646,07245
1376,Bobenheim am Berg,67273,06353
1377,Bobenheim-Roxheim,67240,06239
1378,Bobenthal,76891,06394
1379,Böbing,82389,08867
1380,Bobingen,86399,08234
1381,Böbingen,67482,06347
1382,Böbingen an der Rems,73560,07171
1383,Bobitz,23966,03841
1384,Bobitz,23996,038423
1385,Böblingen,71032,07031
1386,Böblingen,71034,07031
1387,Böbrach,94255,09923
1388,Bobritzsch-Hilbersdorf,9627,09574
1389,Bobzin,19230,038852
1390,Böchingen,76833,06345
1391,Bocholt,46395,02871
1392,Bocholt,46397,02871
1393,Bocholt,46399,02871
1394,Bochum,44787,0234
1395,Bochum,44789,0234
1396,Bochum,44791,0234
1397,Bochum,44793,0234
1398,Bochum,44795,0234
1399,Bochum,44797,0234
1400,Bochum,44799,0234
1401,Bochum,44801,0234
1402,Bochum,44803,0234
1403,Bochum,44805,0234
1404,Bochum,44807,0234
1405,Bochum,44809,0234
1406,Bochum,44866,0234
1407,Bochum,44867,0234
1408,Bochum,44869,0234
1409,Bochum,44879,0234
1410,Bochum,44892,0234
1411,Bochum,44894,0234
1412,Bocka,7589,Error
1413,Bockau,8324,08641
1414,Bockenau,55595,0671
1415,Bockenem,31167,05067
1416,Bockenheim an der Weinstraße,67278,06359
1417,Bockhorn,85461,08122
1418,Bockhorn,26345,04453
1419,Bockhorst,26897,04967
1420,Bodelshausen,72411,07471
1421,Bodelwitz,7381,Error
1422,Boden,56412,06485
1423,Bodenbach,53539,02692
1424,Bodenfelde,37194,05572
1425,Bodenheim,55294,06135
1426,Bodenkirchen,84155,08741
1427,Bodenmais,94249,09924
1428,Bodenrode-Westhausen,37308,036082
1429,Bodensee,37434,05528
1430,Bodenwerder,37619,05533
1431,Bodenwöhr,92439,09434
1432,Bodman-Ludwigshafen,78351,07773
1433,Bodnegg,88285,07520
1434,Bodolz,88131,08382
1435,Böel,24401,04641
1436,Böel,24405,04646
1437,Böel,24891,Error
1438,Boffzen,37691,05271
1439,Bogel,56357,06772
1440,Bogen,94327,09422
1441,Böhen,87736,08338
1442,Böhlen,4564,Error
1443,Böhl-Iggelheim,67459,06324
1444,Böhme,29693,05164
1445,Böhmenkirch,89558,07332
1446,Böhmfeld,85113,08406
1447,Bohmstedt,25853,04673
1448,Bohmte,49163,05471
1449,Böhnhusen,24220,04347
1450,Boiensdorf,23974,038426
1451,Boitze,21368,05851
1452,Boitzenburger Land,17268,039886
1453,Boizenburg/Elbe,19258,038847
1454,Bokel,25364,04127
1455,Bokel,24802,04330
1456,Bokelrehm,25596,04827
1457,Bokensdorf,38556,05366
1458,Bokholt-Hanredder,25335,04121
1459,Bokhorst,25560,04825
1460,Bokhorst,25572,04858
1461,Böklund,24860,04623
1462,Boksee,24220,04347
1463,Bolanden,67295,06352
1464,Boldekow,17392,039727
1465,Böllen,79677,07673
1466,Bollenbach,55624,06544
1467,Böllenborn,76887,06343
1468,Bollendorf,54669,06526
1469,Bollewick,17207,039931
1470,Bollingstedt,24855,04625
1471,Bollschweil,79283,07602
1472,Bölsberg,57648,02661
1473,Bolsterlang,87538,08326
1474,Boltenhagen,23946,038825
1475,Boms,88361,07584
1476,Bondelum,25850,04843
1477,Bondorf,71149,07457
1478,Bönebüttel,24620,04321
1479,Bonefeld,56579,02634
1480,Bönen,59199,02383
1481,Bonerath,54316,06588
1482,Bongard,53539,02692
1483,Bonn,53111,0228
1484,Bonn,53113,0228
1485,Bonn,53115,0228
1486,Bonn,53117,0228
1487,Bonn,53119,0228
1488,Bonn,53121,0228
1489,Bonn,53123,0228
1490,Bonn,53125,0228
1491,Bonn,53127,0228
1492,Bonn,53129,0228
1493,Bonn,53173,0228
1494,Bonn,53175,0228
1495,Bonn,53177,0228
1496,Bonn,53179,0228
1497,Bonn,53225,0228
1498,Bonn,53227,0228
1499,Bonn,53229,0228
1500,Bonndorf im Schwarzwald,79848,Error
1501,Bönnigheim,74357,07143
1502,Bönningstedt,25474,040
1503,Bonstetten,86486,08293
1504,Boock,17322,039749
1505,Boos,56729,02651
1506,Boos,87737,08333
1507,Boos,55595,0671
1508,Boostedt,24598,04393
1509,Bopfingen,73441,07362
1510,Boppard,56154,06742
1511,Borchen,33178,05258
1512,Bördeaue,39435,039268
1513,Börde-Hakel,39448,039268
1514,Bördeland,39221,039297
1515,Bordelum,25821,04671
1516,Bordelum,25842,04674
1517,Bordelum,25852,04671
1518,Bordesholm,24582,04322
1519,Boren,24392,04641
1520,Börfink,54422,06503
1521,Borgdorf-Seedorf,24589,04392
1522,Borgentreich,34434,05643
1523,Börger,26904,05953
1524,Börgerende-Rethwisch,18211,038203
1525,Borgholzhausen,33829,05425
1526,Borgstedt,24794,04331
1527,Borgsum,25938,04681
1528,Borgwedel,24857,04621
1529,Borken,46325,02861
1530,Borken (Hessen),34582,05682
1531,Borkheide,14822,033841
1532,Borkow,19406,038485
1533,Borkum,26757,04922
1534,Borkwalde,14822,033841
1535,Borler,53539,02692
1536,Börm,24863,04627
1537,Borna,4552,02324
1538,Born a. Darß,18375,038233
1539,Borne,39435,039268
1540,Bornhagen,37318,036083
1541,Bornheim,53332,02222
1542,Bornheim,55237,06734
1543,Bornheim,76879,06347
1544,Bornholt,25557,04872
1545,Bornholt,25725,04805
1546,Bornhöved,24619,04323
1547,Bornich,56348,06774
1548,Börnichen,9437,09905
1549,Börnsen,21039,040
1550,Bornstedt,6295,Error
1551,Borod,57614,02684
1552,Borrentin,17111,039994
1553,Börrstadt,67725,06357
1554,Börsborn,66904,06386
1555,Borsdorf,4451,Error
1556,Borsfleth,25376,04124
1557,Börslingen,89177,07340
1558,Börßum,38312,05334
1559,Borstel,24616,04324
1560,Borstel,27246,04276
1561,Borstel-Hohenraden,25494,04101
1562,Borstorf,23881,04542
1563,Börtlingen,73104,07172
1564,Borxleben,6556,Error
1565,Bosau,23715,04527
1566,Bosbüll,25899,04661
1567,Bösdorf,24306,04522
1568,Bösel,26219,04494
1569,Bosenbach,66887,06381
1570,Bösenbrunn,8606,Error
1571,Bösingen,78662,07403
1572,Bösleben-Wüllersleben,99310,03628
1573,Bötersen,27367,04205
1574,Bothel,27386,04260
1575,Bothkamp,24250,04302
1576,Bottenbach,66504,06339
1577,Böttingen,78583,07429
1578,Bottrop,46236,02041
1579,Bottrop,46238,02041
1580,Bottrop,46240,02041
1581,Bottrop,46242,02041
1582,Bottrop,46244,02041
1583,Bötzingen,79268,07663
1584,Bous,66359,06834
1585,Bovenau,24796,04334
1586,Bovenden,37120,05594
1587,Boxberg,97944,09340
1588,Boxberg,54552,06592
1589,Boxberg/O.L. - Hamor,2943,05843
1590,Böxlund,24994,04605
1591,Braak,22145,040
1592,Brachbach,57555,0271
1593,Brachtendorf,56761,02653
1594,Brachttal,63636,06053
1595,Brackel,21438,04185
1596,Brackenheim,74336,07135
1597,Braderup,25923,04663
1598,Brahlstorf,19273,038845
1599,Brahmenau,7554,Error
1600,Brake,26919,04401
1601,Brakel,33034,05276
1602,Brammer,24793,04875
1603,Bramsche,49565,05461
1604,Bramstedtlund,25926,04666
1605,Brand,95682,09236
1606,Brande-Hörnerkirchen,25364,04127
1607,Brandenburg an der Havel,14770,03381
1608,Brandenburg an der Havel,14772,03381
1609,Brandenburg an der Havel,14774,03381
1610,Brandenburg an der Havel,14776,03381
1611,Brand-Erbisdorf,9618,09504
1612,Brandis,4821,Error
1613,Brandis,4824,02594
1614,Brandscheid,56459,02663
1615,Brandscheid,54608,06555
1616,Brannenburg,83098,08034
1617,Braubach,56338,02627
1618,Brauneberg,54470,06531
1619,Brauneberg,54472,06531
1620,Braunfels,35619,06472
1621,Braunichswalde,7580,Error
1622,Braunlage,37444,05582
1623,Braunlage,38700,05520
1624,Bräunlingen,78199,07707
1625,Braunsbach,74542,07906
1626,Braunsbedra,6242,Error
1627,Braunsbedra,6259,Error
1628,Braunschweig,38100,0531
1629,Braunschweig,38102,0531
1630,Braunschweig,38104,0531
1631,Braunschweig,38106,0531
1632,Braunschweig,38108,0531
1633,Braunschweig,38110,0531
1634,Braunschweig,38112,0531
1635,Braunschweig,38114,0531
1636,Braunschweig,38116,0531
1637,Braunschweig,38118,0531
1638,Braunschweig,38120,0531
1639,Braunschweig,38122,0531
1640,Braunschweig,38124,0531
1641,Braunschweig,38126,0531
1642,Braunshorn,56288,06762
1643,Braunweiler,55595,0671
1644,Brauweiler,55606,06752
1645,Brechen,65611,06431
1646,Brecht,54636,06561
1647,Breckerfeld,58339,02338
1648,Breddenberg,26897,04967
1649,Breddin,16845,033978
1650,Breddorf,27412,04283
1651,Breddorf,27726,04794
1652,Bredenbek,24796,04334
1653,Bredenfelde,17153,039954
1654,Bredstedt,25821,04671
1655,Breege,18556,038391
1656,Breese,19322,03877
1657,Breesen,17091,039602
1658,Breest,17089,03965
1659,Brehme,37339,03605
1660,Breidenbach,35236,06465
1661,Breiholz,24797,04332
1662,Breisach am Rhein,79206,07667
1663,Breit,54426,06504
1664,Breitbrunn,96151,09522
1665,Breitbrunn am Chiemsee,83254,08054
1666,Breitenau,56237,02601
1667,Breitenbach,66916,06386
1668,Breitenbach am Herzberg,36287,06675
1669,Breitenberg,25597,04828
1670,Breitenberg,94139,08584
1671,Breitenbrunn,87739,08263
1672,Breitenbrunn,92363,09495
1673,Breitenbrunn/Erzgebirge,8359,Error
1674,Breitenburg,25524,04821
1675,Breitenfelde,23881,04542
1676,Breitengüßbach,96149,09542
1677,Breitenheim,55592,06753
1678,Breitenthal,86488,08282
1679,Breitenthal,55758,06785
1680,Breitenworbis,37339,03605
1681,Breitingen,89183,07340
1682,Breitnau,79874,07651
1683,Breitscheid,35767,02777
1684,Breitscheid,53547,02638
1685,Breitscheid,55422,06743
1686,Breitscheidt,57539,02682
