,Unnamed: 0,ort,plz,vorwahl
7182,7182,Mähring,95695,09639
7183,7183,Maierhöfen,88167,08384
7184,7184,Maihingen,86747,09087
7185,7185,Maikammer,67487,06321
7186,7186,Mainaschaff,63814,06021
7187,7187,Mainbernheim,97350,09323
7188,7188,Mainburg,84048,08751
7189,7189,Mainhardt,74535,07903
7190,7190,Mainhausen,63533,06182
7191,7191,Mainleus,95336,09229
7192,7192,Mainstockheim,97320,09321
7193,7193,Maintal,63477,06181
7194,7194,Mainz,55116,06131
7195,7195,Mainz,55118,06131
7196,7196,Mainz,55120,06131
7197,7197,Mainz,55122,06131
7198,7198,Mainz,55124,06131
7199,7199,Mainz,55126,06131
7200,7200,Mainz,55127,06131
7201,7201,Mainz,55128,06131
7202,7202,Mainz,55129,06131
7203,7203,Mainz,55130,06131
7204,7204,Mainz,55131,06131
7205,7205,Maisach,82216,08141
7206,7206,Maisborn,56291,06746
7207,7207,Maitenbeth,83558,08072
7208,7208,Maitzborn,55481,06763
7209,7209,Malberg,57629,02747
7210,7210,Malberg,54655,06563
7211,7211,Malbergweich,54655,06563
7212,7212,Malborn,54426,06504
7213,7213,Malchin,17139,03994
7214,7214,Malching,94094,08533
7215,7215,Malchow,17213,039932
7216,7216,Malente,23714,04523
7217,7217,Malgersdorf,84333,09954
7218,7218,Malk Göhren,19294,038758
7219,7219,Mallersdorf-Pfaffenberg,84066,08772
7220,7220,Malliß,19294,038758
7221,7221,Malsburg-Marzell,79429,07626
7222,7222,Malsch,69254,07253
7223,7223,Malsch,76316,07204
7224,7224,Malschwitz - Malešecy,2694,035932
7225,7225,Malsfeld,34323,05664
7226,7226,Malterdingen,79364,07645
7227,7227,Mammelzen,57636,02681
7228,7228,Mammendorf,82291,08145
7229,7229,Mamming,94437,09955
7230,7230,Manching,85077,08459
7231,7231,Mandel,55595,0671
7232,7232,Mandelbachtal,66399,06804
7233,7233,Mandern,54429,06589
7234,7234,Manderscheid,54649,06554
7235,7235,Manderscheid,54531,06572
7236,7236,Manhagen,23738,04363
7237,7237,Mannebach,56769,02657
7238,7238,Mannebach,54441,06581
7239,7239,Mannheim,68159,0621
7240,7240,Mannheim,68161,0621
7241,7241,Mannheim,68163,0621
7242,7242,Mannheim,68165,0621
7243,7243,Mannheim,68167,0621
7244,7244,Mannheim,68169,0621
7245,7245,Mannheim,68199,0621
7246,7246,Mannheim,68219,0621
7247,7247,Mannheim,68229,0621
7248,7248,Mannheim,68239,0621
7249,7249,Mannheim,68259,0621
7250,7250,Mannheim,68305,0621
7251,7251,Mannheim,68307,0621
7252,7252,Mannheim,68309,0621
7253,7253,Mannweiler-Cölln,67822,06362
7254,7254,Mansfeld,6343,034779
7255,7255,Mantel,92708,09605
7256,7256,Manubach,55413,06743
7257,7257,Marbach am Neckar,71672,07144
7258,7258,Marbach am Neckar,71711,07148
7259,7259,Marburg,35037,06421
7260,7260,Marburg,35039,06421
7261,7261,Marburg,35041,06421
7262,7262,Marburg,35043,06421
7263,7263,Marburg,35094,06420
7264,7264,March,79232,07665
7265,7265,Margetshöchheim,97276,0931
7266,7266,Mariaposching,94553,09962
7267,7267,Marienberg,9496,03735
7268,7268,Marienfels,56357,06772
7269,7269,Marienfließ,16945,033968
7270,7270,Marienhafe,26529,04934
7271,7271,Marienhausen,56269,02689
7272,7272,Marienheide,51709,02261
7273,7273,Marienmünster,37696,05276
7274,7274,Marienrachdorf,56242,02626
7275,7275,Mariental,38368,05357
7276,7276,Marienwerder,16348,033397
7277,7277,Maring-Noviand,54484,06535
7278,7278,Marisfeld,98530,036844
7279,7279,Markdorf,88677,07544
7280,7280,Markersdorf,2829,035829
7281,7281,Markgröningen,71706,07145
7282,7282,Märkisch Buchholz,15748,033765
7283,7283,Märkische Heide,15913,035473
7284,7284,Märkische Höhe,15377,033433
7285,7285,Märkisch Linden,16818,033920
7286,7286,Märkisch Luch,14715,033877
7287,7287,Markkleeberg,4416,034299
7288,7288,Marklkofen,84163,08732
7289,7289,Marklohe,31608,05021
7290,7290,Markneukirchen,8258,037422
7291,7291,Markranstädt,4420,0341
7292,7292,Marktbergel,91613,09845
7293,7293,Markt Berolzheim,91801,09146
7294,7294,Markt Bibart,91477,09162
7295,7295,Marktbreit,97340,09332
7296,7296,Markt Einersheim,97348,09323
7297,7297,Markt Erlbach,91459,09107
7298,7298,Marktgraitz,96257,09264
7299,7299,Marktheidenfeld,97828,09391
7300,7300,Markt Indersdorf,85229,08136
7301,7301,Marktl,84533,08678
7302,7302,Marktleugast,95352,09255
7303,7303,Marktleuthen,95168,09285
7304,7304,Markt Nordheim,91478,09842
7305,7305,Marktoberdorf,87616,08342
7306,7306,Marktoffingen,86748,09087
7307,7307,Marktredwitz,95615,09231
7308,7308,Markt Rettenbach,87733,08392
7309,7309,Marktrodach,96364,09261
7310,7310,Marktschellenberg,83487,08650
7311,7311,Marktschorgast,95509,09227
7312,7312,Markt Schwaben,85570,08121
7313,7313,Marktsteft,97342,09332
7314,7314,Markt Taschendorf,91480,09106
7315,7315,Markt Wald,86865,08262
7316,7316,Marktzeuln,96275,09574
7317,7317,Markvippach,99195,036204
7318,7318,Marl,45768,02365
7319,7319,Marl,45770,02365
7320,7320,Marl,45772,02365
7321,7321,Marl,49448,05443
7322,7322,Marloffstein,91080,09131
7323,7323,Marlow,18337,038221
7324,7324,Marne,25709,04851
7325,7325,Marnerdeich,25709,04851
7326,7326,Marnheim,67297,06352
7327,7327,Maroldsweisach,96126,09532
7328,7328,Marolterode,99994,036021
7329,7329,Maroth,56271,02601
7330,7330,Marpingen,66646,06851
7331,7331,Marquartstein,83250,08641
7332,7332,Marsberg,34431,02992
7333,7333,Marschacht,21436,04176
7334,7334,Martensrade,24238,04384
7335,7335,Martfeld,27327,04255
7336,7336,Marth,37318,036083
7337,7337,Martinroda,98693,03677
7338,7338,Martinsheim,97340,09332
7339,7339,Martinshöhe,66894,06372
7340,7340,Martinstein,55627,06754
7341,7341,Marxen,21439,04185
7342,7342,Marxheim,86688,09094
7343,7343,Marxzell,76359,07248
7344,7344,Marzhausen,57627,02662
7345,7345,Marzling,85417,08161
7346,7346,Masburg,56761,02653
7347,7347,Maselheim,88437,07356
7348,7348,Maßbach,97711,09733
7349,7349,Massenbachhausen,74252,07138
7350,7350,Massen-Niederlausitz,3238,03531
7351,7351,Massen-Niederlausitz,3246,05702
7352,7352,Masserberg,98666,036870
7353,7353,Massing,84323,08724
7354,7354,Maßweiler,66506,06334
7355,7355,Mastershausen,56869,06545
7356,7356,Masthorn,54597,06556
7357,7357,Matzenbach,66909,06384
7358,7358,Matzerath,54597,06556
7359,7359,Mauchenheim,67294,06352
7360,7360,Mauden,57520,02747
7361,7361,Mauel,54649,06554
7362,7362,Mauer,69256,06226
7363,7363,Mauern,85419,08764
7364,7364,Mauerstetten,87665,08341
7365,7365,Maulbronn,75433,07043
7366,7366,Maulburg,79689,07622
7367,7367,Mauschbach,66500,06338
7368,7368,Mauth,94151,08557
7369,7369,Maxdorf,67133,06237
7370,7370,Maxhütte-Haidhof,93142,09471
7371,7371,Maxsain,56244,02666
7372,7372,Mayen,56727,02651
7373,7373,Mayen,56729,02651
7374,7374,Mayschoß,53508,02643
7375,7375,Mechelroda,99441,036454
7376,7376,Mechernich,53894,02443
7377,7377,Mechow,23909,04541
7378,7378,Mechtersen,21358,04178
7379,7379,Meckel,54636,06561
7380,7380,Meckenbach,55606,06752
7381,7381,Meckenbach,55767,06782
7382,7382,Meckenbeuren,88074,07542
7383,7383,Meckenheim,53340,02225
7384,7384,Meckenheim,67149,06326
7385,7385,Meckesheim,74909,06226
7386,7386,Medard,67744,06382
7387,7387,Meddersheim,55566,06751
7388,7388,Meddewade,23847,04534
7389,7389,Medebach,59964,02982
7390,7390,Medelby,24994,04605
7391,7391,Medlingen,89441,09073
7392,7392,Medow,17391,039721
7393,7393,Meeder,96484,09564
7394,7394,Meerane,8393,03764
7395,7395,Meerbeck,31715,05721
7396,7396,Meerbusch,40667,02132
7397,7397,Meerbusch,40668,02151
7398,7398,Meerbusch,40670,02132
7399,7399,Meerfeld,54531,06572
7400,7400,Meersburg,88709,07532
7401,7401,Meesiger,17111,039994
7402,7402,Meezen,24594,04871
7403,7403,Megesheim,86750,09093
7404,7404,Meggerdorf,24799,04624
7405,7405,Meggerdorf,24861,04885
7406,7406,Mehlbach,67735,06301
7407,7407,Mehlbek,25588,04821
7408,7408,Mehlingen,67678,06303
7409,7409,Mehlmeisel,95694,09272
7410,7410,Mehmels,98634,036941
7411,7411,Mehna,4626,034491
7412,7412,Mehren,57635,02686
7413,7413,Mehren,54552,06592
7414,7414,Mehring,84561,08677
7415,7415,Mehring,54346,06502
7416,7416,Mehrstetten,72537,07381
7417,7417,Meiersberg,17375,039771
7418,7418,Meinborn,56584,02639
7419,7419,Meine,38527,05304
7420,7420,Meinersen,38536,05372
7421,7421,Meinerzhagen,58540,02354
7422,7422,Meineweh,6721,034422
7423,7423,Meinhard,37276,05651
7424,7424,Meinheim,91802,09146
7425,7425,Meiningen,98617,03693
7426,7426,Meisburg,54570,06591
7427,7427,Meisenheim,55590,06753
7428,7428,Meißen,1662,03521
7429,7429,Meißenheim,77974,07824
7430,7430,Meißner,37290,05657
7431,7431,Meitingen,86405,08271
7432,7432,Melbeck,21406,04134
7433,7433,Melchow,16230,033362
7434,7434,Meldorf,25704,04832
7435,7435,Melle,49324,05422
7436,7436,Melle,49326,05422
7437,7437,Melle,49328,05422
7438,7438,Mellenthin,17429,038379
7439,7439,Mellingen,99441,036454
7440,7440,Mellinghausen,27249,04272
7441,7441,Mellrichstadt,97638,09776
7442,7442,Melsbach,56581,02634
7443,7443,Melsdorf,24109,0431
7444,7444,Melsungen,34212,05661
7445,7445,Melz,17209,039823
7446,7446,Memmelsdorf,96117,09505
7447,7447,Memmingen,87700,08331
7448,7448,Memmingerberg,87766,08331
7449,7449,Menden,58706,02373
7450,7450,Menden,58708,02373
7451,7451,Menden,58710,02373
7452,7452,Mendig,56743,02652
7453,7453,Mengen,88512,07572
7454,7454,Mengerschied,55490,06765
7455,7455,Mengerskirchen,35794,06476
7456,7456,Mengkofen,84152,08733
7457,7457,Menningen,54310,06585
7458,7458,Menslage,49637,05437
7459,7459,Menzendorf,23923,038821
7460,7460,Meppen,49716,05931
7461,7461,Merching,86504,08233
7462,7462,Merchweiler,66589,06825
7463,7463,Merdingen,79291,07668
7464,7464,Merenberg,35799,06471
7465,7465,Mering,86415,08233
7466,7466,Merkelbach,57629,02747
7467,7467,Merkendorf,91732,09875
7468,7468,Merklingen,89188,07337
7469,7469,Merlscheid,54597,06556
7470,7470,Mermuth,56283,06742
7471,7471,Merschbach,54426,06504
7472,7472,Merseburg,6217,03461
7473,7473,Mertendorf,6618,03445
7474,7474,Mertendorf,7619,0721
7475,7475,Mertesdorf,54318,0651
7476,7476,Mertesheim,67271,06359
7477,7477,Mertingen,86690,09078
7478,7478,Mertloch,56753,02654
7479,7479,Merxheim,55627,06754
7480,7480,Merzalben,66978,06333
7481,7481,Merzdorf,4932,05422
7482,7482,Merzen,49586,05465
7483,7483,Merzenich,52399,02421
7484,7484,Merzhausen,79249,0761
7485,7485,Merzig,66663,06861
7486,7486,Merzkirchen,54439,06581
7487,7487,Merzweiler,67746,06788
7488,7488,Meschede,59872,0291
7489,7489,Mescherin,16307,033332
7490,7490,Mesekenhagen,17498,03834
7491,7491,Mesenich,56820,02673
7492,7492,Mespelbrunn,63875,06092
7493,7493,Messel,64409,06159
7494,7494,Messenkamp,31867,05043
7495,7495,Messerich,54636,06561
7496,7496,Messingen,49832,05902
7497,7497,Meßkirch,88605,07570
7498,7498,Meßstetten,72469,07579
7499,7499,Mestlin,19374,038728
7500,7500,Metelen,48629,02556
7501,7501,Metelsdorf,23972,03841
7502,7502,Metten,94526,0991
7503,7503,Mettendorf,54675,06522
7504,7504,Mettenheim,84562,08637
7505,7505,Mettenheim,67582,06246
7506,7506,Metterich,54634,06561
7507,7507,Mettingen,49497,05452
7508,7508,Mettlach,66693,06868
7509,7509,Mettmann,40822,02104
7510,7510,Mettweiler,55777,06783
7511,7511,Metzenhausen,55481,06763
7512,7512,Metzingen,72555,07123
7513,7513,Meudt,56414,06435
7514,7514,Meura,98744,036730
7515,7515,Meusebach,7646,07245
7516,7516,Meuselwitz,4610,03448
7517,7517,Meuspath,53520,02695
7518,7518,Meyenburg,16945,033968
7519,7519,Meyn,24980,04639
7520,7520,Michelau i.OFr.,96247,09574
7521,7521,Michelau i.Steigerwald,97513,09528
7522,7522,Michelbach,57610,02681
7523,7523,Michelbach,56288,06762
7524,7524,Michelbach an der Bilz,74544,0791
7525,7525,Michelfeld,74545,0791
7526,7526,Michelsneukirchen,93185,09467
7527,7527,Michelstadt,64720,06061
7528,7528,Michendorf,14552,033205
7529,7529,Mickhausen,86866,08204
7530,7530,Midlum,25938,04681
7531,7531,Miehlen,56357,06772
7532,7532,Mielkendorf,24247,0431
7533,7533,Miellen,56132,02603
7534,7534,Miesbach,83714,08025
7535,7535,Miesitz,7819,07462
7536,7536,Mietingen,88487,07356
7537,7537,Milda,7751,03641
7538,7538,Mildenau,9456,09937
7539,7539,Mildstedt,25866,04848
7540,7540,Millienhagen-Oebelitz,18461,038324
7541,7541,Milmersdorf,17268,039886
7542,7542,Milow,19294,038758
7543,7543,Milow,19300,038792
7544,7544,Milower Land,14715,033877
7545,7545,Miltach,93468,09944
7546,7546,Miltenberg,63897,09371
7547,7547,Mindelheim,87719,08261
7548,7548,Mindelstetten,93349,09446
7549,7549,Minden,32423,0571
7550,7550,Minden,32425,0571
7551,7551,Minden,32427,0571
7552,7552,Minden,32429,0571
7553,7553,Minden,54310,06585
7554,7554,Minderlittgen,54518,06535
7555,7555,Minfeld,76872,06349
7556,7556,Minheim,54518,06535
7557,7557,Mintraching,93098,09406
7558,7558,Mirow,17252,039829
7559,7559,Misselberg,56377,02604
7560,7560,Missen-Wilhams,87547,08320
7561,7561,Mistelbach,95511,09201
7562,7562,Mistelgau,95490,09206
7563,7563,Mistorf,18276,03843
7564,7564,Mittelangeln,24986,04633
7565,7565,Mittelbiberach,88441,07351
7566,7566,Mittelbrunn,66851,06307
7567,7567,Mitteleschenbach,91734,09871
7568,7568,Mittelfischbach,56370,06486
7569,7569,Mittelherwigsdorf,2763,04742
7570,7570,Mittelhof,57537,02742
7571,7571,Mittelneufnach,86868,08262
7572,7572,Mittelnkirchen,21720,04142
7573,7573,Mittelpöllnitz,7819,07462
7574,7574,Mittelreidenbach,55758,06785
7575,7575,Mittelsinn,97785,09356
7576,7576,Mittelsömmern,99955,036041
7577,7577,Mittelstenahe,21770,04771
7578,7578,Mittelstetten,82293,08145
7579,7579,Mittelstrimmig,56858,06542
7580,7580,Mittenaar,35756,02772
7581,7581,Mittenwald,82481,08823
7582,7582,Mittenwalde,15749,033764
7583,7583,Mittenwalde,17268,039886
7584,7584,Mitterfels,94360,09961
7585,7585,Mitterskirchen,84335,08725
7586,7586,Mitterteich,95666,09633
7587,7587,Mittweida,9648,09564
7588,7588,Mitwitz,96268,09266
7589,7589,Mixdorf,15299,033606
7590,7590,Möckern,39279,039245
7591,7591,Möckern,39291,039225
7592,7592,Möckern,7646,07245
7593,7593,Möckmühl,74219,06298
7594,7594,Mockrehna,4862,02545
7595,7595,Modautal,64397,06167
7596,7596,Mödingen,89426,09076
7597,7597,Moers,47441,02841
7598,7598,Moers,47443,02841
7599,7599,Moers,47445,02841
7600,7600,Moers,47447,02841
7601,7601,Mogendorf,56424,02623
7602,7602,Mögglingen,73563,07174
7603,7603,Möglingen,71696,07141
7604,7604,Mohlsdorf-Teichwolframsdorf,7987,07675
7605,7605,Möhnesee,59519,02924
7606,7606,Möhnsen,21493,04151
7607,7607,Möhrendorf,91096,09133
7608,7608,Mohrkirch,24392,04641
7609,7609,Mohrkirch,24405,04646
7610,7610,Mohrkirch,24891,04646
7611,7611,Moisburg,21647,04165
7612,7612,Molauer Land,6618,03445
7613,7613,Molbergen,49696,04479
7614,7614,Molfsee,24113,0431
7615,7615,Möllenbeck,17237,039826
7616,7616,Möllenbeck,19300,038792
7617,7617,Möllenhagen,17219,039928
7618,7618,Mölln,17091,039602
7619,7619,Mölln,23879,04542
7620,7620,Molsberg,56414,06435
7621,7621,Molschleben,99869,036202
7622,7622,Mölschow,17449,038371
7623,7623,Mölsheim,67591,06243
7624,7624,Moltzow,17194,039926
7625,7625,Molzhain,57520,02747
7626,7626,Mömbris,63776,06029
7627,7627,Mömlingen,63853,06022
7628,7628,Mommenheim,55278,06138
7629,7629,Mönchberg,63933,09372
7630,7630,Mönchengladbach,41061,02161
7631,7631,Mönchengladbach,41063,02161
7632,7632,Mönchengladbach,41065,02161
7633,7633,Mönchengladbach,41066,02161
7634,7634,Mönchengladbach,41068,02161
7635,7635,Mönchengladbach,41069,02161
7636,7636,Mönchengladbach,41169,02161
7637,7637,Mönchengladbach,41179,02161
7638,7638,Mönchengladbach,41189,02161
7639,7639,Mönchengladbach,41199,02161
7640,7640,Mönchengladbach,41236,02161
7641,7641,Mönchengladbach,41238,02161
7642,7642,Mönchengladbach,41239,02161
7643,7643,Mönchgut,18586,038303
7644,7644,Mönchhagen,18182,0381
7645,7645,Mönchpfiffel-Nikolausrieth,6556,03466
7646,7646,Mönchsdeggingen,86751,09088
7647,7647,Mönchsroth,91614,09851
7648,7648,Mönchweiler,78087,07721
7649,7649,Monheim,86653,09091
7650,7650,Monheim am Rhein,40789,02173
7651,7651,Mönkeberg,24248,0431
7652,7652,Mönkebude,17375,039771
7653,7653,Mönkhagen,23619,0451
7654,7654,Mönkloh,24576,04192
7655,7655,Monreal,56729,02651
7656,7656,Monschau,52156,02472
7657,7657,Monsheim,67590,06243
7658,7658,Mönsheim,71297,07044
7659,7659,Monstab,4617,03447
7660,7660,Montabaur,56410,02602
7661,7661,Möntenich,56754,02672
7662,7662,Monzelfeld,54472,06531
7663,7663,Monzernheim,55234,06737
7664,7664,Monzingen,55569,06751
7665,7665,Moordiek,25597,04828
7666,7666,Moorenweis,82272,08146
7667,7667,Moorhusen,25554,04823
7668,7668,Moormerland,26802,04954
7669,7669,Moorrege,25436,04122
7670,7670,Moorweg,26427,04971
7671,7671,Moos,94554,09938
7672,7672,Moos,78345,07732
7673,7673,Moosach,85665,08091
7674,7674,Moosbach,92709,09656
7675,7675,Moosburg,85368,08761
7676,7676,Moosburg,88422,07582
7677,7677,Moosinning,85452,08123
7678,7678,Moosthenning,84164,08731
7679,7679,Moraas,19230,038852
7680,7680,Morbach,54497,06533
7681,7681,Mörel,24594,04871
7682,7682,Mörfelden-Walldorf,64546,06105
7683,7683,Moringen,37186,05503
7684,7684,Moritzburg,1468,035207
7685,7685,Moritzheim,56865,06545
7686,7686,Mörlen,57583,02747
7687,7687,Mörlenbach,69509,06209
7688,7688,Mörnsheim,91804,09145
7689,7689,Morsbach,51597,02294
7690,7690,Mörsbach,57629,02747
7691,7691,Mörschbach,55494,06764
7692,7692,Morscheid,54317,06500
7693,7693,Morschen,34326,05664
7694,7694,Morschheim,67294,06352
7695,7695,Mörschied,55758,06785
7696,7696,Mörsdorf,56290,06746
7697,7697,Mörsdorf,7646,07245
7698,7698,Mörsfeld,67808,06357
7699,7699,Morshausen,56283,06742
7700,7700,Mörstadt,67591,06243
7701,7701,Mosbach,74821,06261
7702,7702,Mosbruch,56767,02657
7703,7703,Moschheim,56424,02623
7704,7704,Moselkern,56254,02672
7705,7705,Möser,39175,039292
7706,7706,Möser,39291,039225
7707,7707,Mossautal,64756,06062
7708,7708,Moßbach,7907,036648
7709,7709,Mössingen,72116,07473
7710,7710,Motten,97786,09748
7711,7711,Möttingen,86753,09083
7712,7712,Mötzing,93099,09480
7713,7713,Mötzingen,71159,07452
7714,7714,Moxa,7381,03647
7715,7715,Mözen,23795,04551
7716,7716,Much,53804,02245
7717,7717,Mucheln,24238,04384
7718,7718,Mücheln (Geiseltal),6249,034632
7719,7719,Mücheln (Geiseltal),6255,034636
7720,7720,Mücheln (Geiseltal),6268,034771
7721,7721,Mücheln (Geiseltal),6632,034464
7722,7722,Muchow,19300,038792
7723,7723,Mücka - Mikow,2906,035894
7724,7724,Mücke,35325,06401
7725,7725,Mückeln,54558,06573
7726,7726,Mudau,69427,06284
7727,7727,Müden (Aller),38539,05375
7728,7728,Mudenbach,57614,02684
7729,7729,Müden (Mosel),56254,02672
7730,7730,Mudersbach,57555,0271
7731,7731,Mudershausen,65623,06430
7732,7732,Mügeln,4769,034362
7733,7733,Muggensturm,76461,07222
7734,7734,Müglitztal,1809,03529
7735,7735,Mühbrook,24582,04322
7736,7736,Mühlacker,75417,07041
7737,7737,Mühlau,9241,03722
7738,7738,Mühlberg/Elbe,4895,035363
7739,7739,Mühlberg/Elbe,4931,035342
7740,7740,Mühldorf a. Inn,84453,08631
7741,7741,Mühlenbach,77796,07832
7742,7742,Mühlenbarbek,25548,04822
7743,7743,Mühlenbecker Land,16515,03301
7744,7744,Mühlenbecker Land,16552,033056
7745,7745,Mühlenbecker Land,16567,033056
7746,7746,Mühlenberge,14662,033235
7747,7747,Mühlen Eichsen,19205,03886
7748,7748,Mühlenfließ,14822,033841
7749,7749,Mühlenfließ,14823,033843
7750,7750,Mühlenrade,21493,04151
7751,7751,Mühlental,8626,037423
7752,7752,Mühlhausen,69242,06222
7753,7753,Mühlhausen,96172,09548
7754,7754,Mühlhausen,92360,09185
7755,7755,Mühlhausen,99974,03601
7756,7756,Mühlhausen,99998,03601
7757,7757,Mühlhausen-Ehingen,78259,07733
7758,7758,Mühlhausen im Täle,73347,07335
7759,7759,Mühlheim am Main,63165,06108
7760,7760,Mühlheim an der Donau,78570,07463
7761,7761,Mühlingen,78357,07775
7762,7762,Mühlpfad,56291,06746
7763,7763,Mühl Rosin,18276,03843
7764,7764,Mühltal,64367,06151
7765,7765,Muhr am See,91735,09831
7766,7766,Mülbach,54636,06561
7767,7767,Mulda/Sachsen,9619,09504
7768,7768,Muldenhammer,8262,037465
7769,7769,Muldestausee,6774,06364
7770,7770,Mulfingen,74673,07937
7771,7771,Mülheim an der Mosel,54486,06534
7772,7772,Mülheim an der Ruhr,45468,0208
7773,7773,Mülheim an der Ruhr,45470,0208
7774,7774,Mülheim an der Ruhr,45472,0208
7775,7775,Mülheim an der Ruhr,45473,0208
7776,7776,Mülheim an der Ruhr,45475,0208
7777,7777,Mülheim an der Ruhr,45476,0208
7778,7778,Mülheim an der Ruhr,45478,0208
7779,7779,Mülheim an der Ruhr,45479,0208
7780,7780,Mülheim an der Ruhr,45481,0208
7781,7781,Mülheim-Kärlich,56218,02630
7782,7782,Müllenbach,53520,02695
7783,7783,Müllenbach,56761,02653
7784,7784,Müllheim,79379,07635
7785,7785,Müllrose,15299,033606
7786,7786,Mülsen,8132,037604
7787,7787,Münchberg,95213,09252
7788,7788,Müncheberg,15374,033432
7789,7789,Münchehofe,15748,033765
7790,7790,München,80331,089
7791,7791,München,80333,089
7792,7792,München,80335,089
7793,7793,München,80336,089
7794,7794,München,80337,089
7795,7795,München,80339,089
7796,7796,München,80469,089
7797,7797,München,80538,089
7798,7798,München,80539,089
7799,7799,München,80634,089
7800,7800,München,80636,089
7801,7801,München,80637,089
7802,7802,München,80638,089
7803,7803,München,80639,089
7804,7804,München,80686,089
7805,7805,München,80687,089
7806,7806,München,80689,089
7807,7807,München,80796,089
7808,7808,München,80797,089
7809,7809,München,80798,089
7810,7810,München,80799,089
7811,7811,München,80801,089
7812,7812,München,80802,089
7813,7813,München,80803,089
7814,7814,München,80804,089
7815,7815,München,80805,089
7816,7816,München,80807,089
7817,7817,München,80809,089
7818,7818,München,80933,089
7819,7819,München,80935,089
7820,7820,München,80937,089
7821,7821,München,80939,089
7822,7822,München,80992,089
7823,7823,München,80993,089
7824,7824,München,80995,089
7825,7825,München,80997,089
7826,7826,München,80999,089
7827,7827,München,81241,089
7828,7828,München,81243,089
7829,7829,München,81245,089
7830,7830,München,81247,089
7831,7831,München,81248,089
7832,7832,München,81249,089
7833,7833,München,81369,089
7834,7834,München,81371,089
7835,7835,München,81373,089
7836,7836,München,81375,089
7837,7837,München,81377,089
7838,7838,München,81379,089
7839,7839,München,81475,089
7840,7840,München,81476,089
7841,7841,München,81477,089
7842,7842,München,81479,089
7843,7843,München,81539,089
7844,7844,München,81541,089
7845,7845,München,81543,089
7846,7846,München,81545,089
7847,7847,München,81547,089
7848,7848,München,81549,089
7849,7849,München,81667,089
7850,7850,München,81669,089
7851,7851,München,81671,089
7852,7852,München,81673,089
7853,7853,München,81675,089
7854,7854,München,81677,089
7855,7855,München,81679,089
7856,7856,München,81735,089
7857,7857,München,81737,089
7858,7858,München,81739,089
7859,7859,München,81825,089
7860,7860,München,81827,089
7861,7861,München,81829,089
7862,7862,München,81925,089
7863,7863,München,81927,089
7864,7864,München,81929,089
7865,7865,München,85540,089
7866,7866,Münchenbernsdorf,7589,036604
7867,7867,Münchhausen,35117,06452
7868,7868,Münchsmünster,85126,08402
7869,7869,Münchsteinach,91481,09166
7870,7870,Münchwald,55595,0671
7871,7871,Münchweiler am Klingbach,76857,06345
7872,7872,Münchweiler an der Alsenz,67728,06302
7873,7873,Münchweiler an der Rodalb,66955,06331
7874,7874,Münchweiler an der Rodalb,66981,06395
7875,7875,Mundelsheim,74395,07143
7876,7876,Munderkingen,89597,07393
7877,7877,Mündersbach,56271,02601
7878,7878,Münk,56729,02651
7879,7879,Munkbrarup,24960,04631
7880,7880,Münnerstadt,97702,09733
7881,7881,Munningen,86754,09082
7882,7882,Münsing,82541,08177
7883,7883,Münsingen,72525,07389
7884,7884,Munster,29633,05190
7885,7885,Münster,48143,0251
7886,7886,Münster,48145,0251
7887,7887,Münster,48147,0251
7888,7888,Münster,48149,0251
7889,7889,Münster,48151,0251
7890,7890,Münster,48153,0251
7891,7891,Münster,48155,0251
7892,7892,Münster,48157,0251
7893,7893,Münster,48159,0251
7894,7894,Münster,48161,0251
7895,7895,Münster,48163,0251
7896,7896,Münster,48165,0251
7897,7897,Münster,48167,0251
7898,7898,Münster,86692,08276
7899,7899,Münsterappel,67822,06362
7900,7900,Münsterdorf,25587,04828
7901,7901,Münsterhausen,86505,08281
7902,7902,Münster (Hessen),64839,06071
7903,7903,Münstermaifeld,56294,02605
7904,7904,Münster-Sarmsheim,55424,06721
7905,7905,Münstertal,79244,07636
7906,7906,Münzenberg,35516,06033
7907,7907,Murchin,17390,038374
7908,7908,Murg,79730,07763
7909,7909,Mürlenbach,54570,06591
7910,7910,Murnau am Staffelsee,82418,08841
7911,7911,Murr,71711,07148
7912,7912,Murrhardt,71540,07192
7913,7913,Müsch,53533,02693
7914,7914,Müschenbach,57629,02747
7915,7915,Müssen,21516,04151
7916,7916,Mustin,23911,04541
7917,7917,Mustin,19406,038485
7918,7918,Musweiler,54534,06575
7919,7919,Mutlangen,73557,07171
7920,7920,Mutterschied,55469,06761
7921,7921,Mutterstadt,67112,06234
7922,7922,Mützenich,54608,06555
7923,7923,Muxerath,54673,06564
7924,7924,Nabburg,92507,09433
7925,7925,Nachrodt-Wiblingwerde,58769,02352
7926,7926,Nachtsheim,56729,02651
7927,7927,Nack,55234,06737
7928,7928,Nackenheim,55299,06135
7929,7929,Nadrensee,17329,039746
7930,7930,Nagel,95697,09236
7931,7931,Nagold,72202,07452
7932,7932,Nahe,23866,04535
7933,7933,Nahrendorf,21369,05855
7934,7934,Naila,95119,09282
7935,7935,Nalbach,66809,06838
7936,7936,Namborn,66640,06851
7937,7937,Nandlstadt,85395,08168
7938,7938,Nandlstadt,85405,08764
7939,7939,Nannhausen,55469,06761
7940,7940,Nanzdietschweiler,66909,06384
7941,7941,Nasingen,54673,06564
7942,7942,Nassau,56377,02604
